ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0515118656,The Cove,Catherine Coulter,1996,Jove Books,http://images.amazon.com/images/P/0515118656.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118656.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118656.01.LZZZZZZZ.jpg
0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket,http://images.amazon.com/images/P/0671673688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671673688.01.LZZZZZZZ.jpg
0156027321,Life of Pi,Yann Martel,2003,Harvest Books,http://images.amazon.com/images/P/0156027321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.LZZZZZZZ.jpg
0385721420,Three Junes,JULIA GLASS,2003,Anchor,http://images.amazon.com/images/P/0385721420.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721420.01.LZZZZZZZ.jpg
0553272837,Brazen Virtue,Nora Roberts,1996,Bantam Books,http://images.amazon.com/images/P/0553272837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272837.01.LZZZZZZZ.jpg
0373484100,Night Tales,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484100.01.LZZZZZZZ.jpg
0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books,http://images.amazon.com/images/P/0449907481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg
0515127833,River's End,Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515127833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg
0385490992,The Street Lawyer,John Grisham,1998,Doubleday Books,http://images.amazon.com/images/P/0385490992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.LZZZZZZZ.jpg
0385424728,The Chamber,John Grisham,1994,Doubleday Books,http://images.amazon.com/images/P/0385424728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg
0385472951,The Partner,John Grisham,1997,Doubleday Books,http://images.amazon.com/images/P/0385472951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg
0425182878,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
055356451X,Night Sins,TAMI HOAG,1995,Bantam,http://images.amazon.com/images/P/055356451X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.LZZZZZZZ.jpg
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg
0345369947,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345369947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.LZZZZZZZ.jpg
0385306032,Vanished,Danielle Steel,1993,Delacorte Press,http://images.amazon.com/images/P/0385306032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385306032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385306032.01.LZZZZZZZ.jpg
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg
068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.LZZZZZZZ.jpg
0440122090,Echoes,Maeve Binchy,1989,Dell,http://images.amazon.com/images/P/0440122090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.LZZZZZZZ.jpg
0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg
0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg
0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,http://images.amazon.com/images/P/0446519138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.LZZZZZZZ.jpg
0425179672,The River King,Alice Hoffman,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425179672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425179672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425179672.01.LZZZZZZZ.jpg
0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),http://images.amazon.com/images/P/0399144463.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399144463.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399144463.01.LZZZZZZZ.jpg
0684801221,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner,http://images.amazon.com/images/P/0684801221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801221.01.LZZZZZZZ.jpg
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446672211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.LZZZZZZZ.jpg
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg
0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg
015600710X,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books,http://images.amazon.com/images/P/015600710X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015600710X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015600710X.01.LZZZZZZZ.jpg
0449207757,Davita's Harp,Chaim Potok,1990,Fawcett Books,http://images.amazon.com/images/P/0449207757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449207757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449207757.01.LZZZZZZZ.jpg
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg
0446525502,The Rescue,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446525502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.LZZZZZZZ.jpg
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,http://images.amazon.com/images/P/0670892963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",http://images.amazon.com/images/P/0316789089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.LZZZZZZZ.jpg
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/0385505833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.LZZZZZZZ.jpg
0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0743206045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.LZZZZZZZ.jpg
0446527793,The Guardian,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446527793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.LZZZZZZZ.jpg
0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446531332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.LZZZZZZZ.jpg
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,http://images.amazon.com/images/P/0385420161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.LZZZZZZZ.jpg
0399147128,The Villa,Nora Roberts,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147128.01.LZZZZZZZ.jpg
0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",http://images.amazon.com/images/P/0316969443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.LZZZZZZZ.jpg
0316693200,2nd Chance,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316693200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.LZZZZZZZ.jpg
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0064407667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.LZZZZZZZ.jpg
0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg
0060934719,stardust,Neil Gaiman,2001,Perennial,http://images.amazon.com/images/P/0060934719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060934719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060934719.01.LZZZZZZZ.jpg
0425142485,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425142485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.LZZZZZZZ.jpg
038529929X,Hannibal,Thomas Harris,1999,Del Sol Press,http://images.amazon.com/images/P/038529929X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038529929X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038529929X.01.LZZZZZZZ.jpg
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,http://images.amazon.com/images/P/1573229571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229571.01.LZZZZZZZ.jpg
0743211383,Dreamcatcher,Stephen King,2001,Scribner,http://images.amazon.com/images/P/0743211383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.LZZZZZZZ.jpg
0064405052,The Magician's Nephew (Narnia),C. S. Lewis,1994,HarperTrophy,http://images.amazon.com/images/P/0064405052.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064405052.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064405052.01.LZZZZZZZ.jpg
0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,http://images.amazon.com/images/P/0345391802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391802.01.LZZZZZZZ.jpg
0440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,http://images.amazon.com/images/P/0440219078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.LZZZZZZZ.jpg
0451155750,The Dead Zone,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451155750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451155750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451155750.01.LZZZZZZZ.jpg
0786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press,http://images.amazon.com/images/P/0786890436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786890436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786890436.01.LZZZZZZZ.jpg
0451454243,The Forest House,Marion Zimmer Bradley,1995,Roc,http://images.amazon.com/images/P/0451454243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451454243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451454243.01.LZZZZZZZ.jpg
0385493800,The Testament,John Grisham,1999,Doubleday Books,http://images.amazon.com/images/P/0385493800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385493800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385493800.01.LZZZZZZZ.jpg
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.LZZZZZZZ.jpg
038533334X,Charming Billy,Alice McDermott,1999,Delta,http://images.amazon.com/images/P/038533334X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg
0380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos,http://images.amazon.com/images/P/0380759497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380759497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380759497.01.LZZZZZZZ.jpg
0425166619,Toxin,Robin Cook,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425166619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425166619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425166619.01.LZZZZZZZ.jpg
0765341972,The Mothman Prophecies,John A. Keel,2002,Tor Books,http://images.amazon.com/images/P/0765341972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765341972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765341972.01.LZZZZZZZ.jpg
0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,http://images.amazon.com/images/P/0553561618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.LZZZZZZZ.jpg
044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg
0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425124347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.LZZZZZZZ.jpg
0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador,http://images.amazon.com/images/P/0312282990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312282990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312282990.01.LZZZZZZZ.jpg
0394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,http://images.amazon.com/images/P/0394820371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394820371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg
0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books,http://images.amazon.com/images/P/0449134482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.LZZZZZZZ.jpg
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey,http://images.amazon.com/images/P/0345348036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.LZZZZZZZ.jpg
0553568760,Natural Causes,Michael Palmer,1995,Bantam Books,http://images.amazon.com/images/P/0553568760.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553568760.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553568760.01.LZZZZZZZ.jpg
0805062971,Fight Club,Chuck Palahniuk,1999,Owl Books,http://images.amazon.com/images/P/0805062971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805062971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805062971.01.LZZZZZZZ.jpg
0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner,http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics,http://images.amazon.com/images/P/055321313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.LZZZZZZZ.jpg
0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg
0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books,http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg
0394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers,http://images.amazon.com/images/P/0394800133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800133.01.LZZZZZZZ.jpg
0671789422,Possessing the Secret of Joy,Alice Walker,1993,Pocket,http://images.amazon.com/images/P/0671789422.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671789422.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671789422.01.LZZZZZZZ.jpg
0060256672,Where the Sidewalk Ends : Poems and Drawings,Shel Silverstein,1974,HarperCollins,http://images.amazon.com/images/P/0060256672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256672.01.LZZZZZZZ.jpg
039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co,http://images.amazon.com/images/P/039592720X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039592720X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039592720X.01.LZZZZZZZ.jpg
